IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
v53;9;9;68;['konservētas skābenes', 'skābenes', 'ūdens', 'sāls', 'es', 'kartupeļi', 'ūdens', 'miežu putraimi', 'sāls'];['|r\nlm :\nt : rvētas skābenes 38%\nloki lens, sāls} {es},\nr iežu putraimi, sāls. * ā\n| v} 3 2274}/ 54kadl. 100g nn "m\nv wi šrtība: 0,39 ča ž a a\n— ātinātās taukskābes}, 10,09 a"\n3. {7} starp 0,7g cukuri}, 239 e\nc> as, 1,8g sāls. pagatavošana:\nūdeni attiecībā 1:1 vārīt _\n_— ītes. ieteicams līdz dat. un partijas ā\nbn. 4, ru skatīt uz iepakojuma. _\n*” ā s 3\nn ī * -\n\n'];0;0;[];[];0;0;0;[];[];[]
v54;18;18;112;['ūdens', 'zirņi', 'es', 'kartupeļi', 'burkāni', 'es', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'garšas pastiprinātājs', 'nātrija glutamāts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas', 'dilles', 'pētersīļi', 'ārpus es'];['—o f » a eu aa\nm 5.93 m\n———\n. br : » n\na ar "ku\n” s: ūdens, zirņi 25,3% {es} "\n| la š urkāni 6,6% {es}, sīpoli, rapšu . -\na as, sāls, garšas pastiprinātājs -— „ma "\n, nija glutamāts}, kviešu milti, k\nč cd eļu šķiedras, garšvielas {dilles,\nā — stersīļi 0,02% {ārpus es}}. 100g produkta —”\na {i zu ērtība: enerģētiskā vērtība: 518! m8\nss 24kcal, 5,3g tauki {tostarp 049 a\nw iesātinātās taukskābes}, 15,2g ogļhidrāti .\n| x |{tostarp 1,7g cukuri}, 3,79 olbaltumvielas, " -\nm. i |1,8g sāls. pagatavošana: sajaukt ar ūdeni\nx —_—— attiecībā 1:1 vārīt 3 minūtes. ieteicams līdz\n2x |un partijas numuru skatīt uz iepakojuma\npn v= o\nun x: rā\n= jn a\n„s / 18} e54410\n\n'];0;0;[];[];0;0;0;[];[];[]
v55;22;22;129;['kartupeļi', 'es', 'sālīti gurķi', 'gurķi', 'sāls', 'dilles', 'es', 'ūdens', 'šampinjoni', 'es', 'burkāni', 'sīpoli', 'rapšu eļļa', 'tomātu pasta', 'sāls', 'cukurs', 'kviešu milti', 'garšas pastiprinātājs', 'nātrija glutamāts', 'ķiploki', 'es', 'melnie pipari'];['a „a as kd — šā a a 2. —\nm ā ka g sana\n* a\n= =\n—a ā ī % :\n” daļas: kartupeļi 25,8% {es}, sālīti\neo - urķi 10,170 {gurķi 47,5%, sāls, dilles} {es}, — ee\n——deei a lens, sampinjoni 15% {es}, burkāni, sīpoli, a\nvad šā apšu eļļa, tomātu pasta, sāls, cukurs, oo\na iesu milti, garšas pastiprinātājs {nātrija a\n| j {glutamāts}, ķiploki 0,3% {es}, melnie pipari.\n|1v0g produkta uzturvērtība: enerģētiskā\nm {7} vērtība: 386kj/ 92kcal, 4,7g tauki {tostarp —\n939 piesātinātās taukskābes}, 10,49 <\nm g hidrāti {tostarp 3,49 cukuri}, 2,09 —\n{olbaltumvielas, 1,8g sāls. pagatavošana.\n: sajaukt ar ūdeni attiecībā 11 vārīt\n\' . sajaukt ar ūdeni attiecībā 1:1 v a\n" 4 ma j . , ee\nnep |3 minūtes. ieteicams līdz dat. un partijas\n0» numuru skatīt uz iepakojuma. e}\n= 4750211 720414 _\n» la”\na " a » n m\n\n'];0;1;[];['daļas'];0;0;1;[];[];['daļas']
v56;18;18;224;['ūdens', 'cukurs', 'sīpoli', 'tomātu pasta', 'burkāni', 'spirta etiķis', 'ananasi', 'kukurūzas ciete', 'sarkanā saldā paprika', 'zaļā saldā paprika', 'selerijas', 'ananasu sula', 'bambusa dzinumi', 'modificēta ciete', 'tamarinda pasta', 'sāls', 'antioksidants e300', 'paprikas ekstrakts'];[': {leb saktžarūgšts pola\nms 824, tomatipasta ūdens, cukurs, sīpoli 8,2%, tomātu pasta daļys: vandu}, {u\n- ee mad vm, velnišādikas, 5,9%, burkāni 44%, spirta etiķis, ananasi poridory pasta 59%\no -— "vmstānds, magus punane 3,6%, kukurūzas ciete, sarkanā saldā actas, ananasa 30%\n— maņa mhelne piņar 2,1%, paprika 2,1%, zaļā saldā paprika 21%, saldžiosios” raudonā , ž\n< msi, bembuseidud selerijas 2,1%, ananasu sula, bambusa saldžiosios žalosos dīlā\nseu ts tmarndipasta, dzinumi 1,7%, modificēta ciete, tamarinda 21%, ananas mk\nž 0, peprikaekstrakt pasta, sāls, antioksidants e300, paprikas modikunes 1 di v ar\nva a venemassaius ekstrakts, 100 g produkta uzturvērtība: dusk aoopndiē a\n"akanu 9 miles enerģētiskā vērtība 376 kj/ 89 kcal, tauki ekstrakts "tl « "i .\nsim, ļ a leslkud 01 g, tostarp piesātinātās taukskābes 0,1 g ola cit pē - tv r\npk 029. ogļhidrāti 21,0 g, tostarp cukuri 170 š aolaendenā da | arm\nnt = veata šķiedrvielas 0,9 g, olbaltumvielas 0,5 g 58 kaidulnēs med a a pa z\nšila kasi a ņ a tā līdz: skatīt uz en kb a iuska 06 pa $ a — 7\na oodetud re uzglabāt vēsā un sausā vietā. {8 tes lo a a\nv itin beja iepakojuma atvēršanas izlietot 3 dienu lakā abiem pe a = a\nemt aija nec atvēršanas mta tēā uritājs. per 3 de ad una} cttguč aa\na tā ies lhiotelefar velģijā pēc īpaša r os dta } m ž a norids am šī\n— amata rs 14\natsauksmēm latvijā: 80000180.\n} ,-\n\n'];0;1;[];['actas'];0;0;1;[];[];['actas']
v57;3;3;78;['destilēts etiķis', 'sarkanie pipari', 'sāls'];[': destīlēts etiķis, sarkanie pipari 19%, sāls. .\npirms lietošanas labi sakratīt. uzglabāt sausā un vēsā vietā. |\npēc atvēršanas uzglabāt ledusskapī. porcija: 5 ml. pudelē 12\nporcijas. ieteicams līdz: skatīt uziepakojuma.\nlī iemeta kor tas ee dīr .\nrate sactas, 19% raudonieji pipirai,\nd — — vietoje. atidarjus laikyti šaldytuve. geriausiaīki: žr. ant\npakuotēs. |\nee tabas{okaste,60ml. : a\n19%, socl. enne kasutamist loksutage korralikult. suletud\npakendīt hoida jahedas ja kuivas, avatuna kūlmkapis. uks\nportsjon 5 ml. pudelis 12 portsjonit. parimenne:vt.\npakendilt. „\nuzturvērtība/maistinē vertē/toitumisalane teave a\n\n'];0;0;[];[];0;0;0;[];[];[]
v58;9;9;116;['destilēts etiķis', 'jalapeno pipari', 'ūdens', 'sāls', 'kukurūzas ciete', 'stabilizētājs', 'ksantāna sveķi', 'skābuma regulētājs', 'askorbīnskābe'];[': destliets etiķis, jalapeno pipari 30%, ūdens,\n\n5815, kukutuzas { ete, stabilizētājs: ksantāna sveķi, skābuma\n\nregulētājs: askorbīnskābe. pirms lietošanas labi sakratīt.\n\nļ jzglabāt sausā un vēsā vietā. pēc atvēršanas uzglabāt }»\n\nedusskapi. porcija: sml. pudelē 12 porcijas. ieteicams līdz:\n\nskautuziepak. m\nlt tabasc0greenpeppersauce padažas, 60 ml.\n\nsudedamosios dalys: actas, 30% jalapeno pipirai, vanduo,\n\ndruska, kukurūzu krakmolas, ksantano derva, askorbo\n\nrūgštis. prieš vartojant suplakti. laikyti vēsioje, sausoje\n\nvietoje. atidarius laikyti šaldytuve. ee:\nee tabascorohelise pipra kaste, 60 ml.\n\nkoostisosad: destilleeritud āādikas, jalapeno am 4\n\nvesi,sool, maisitārklis, stabilisaator: guarkummi, happesuse\n\nregulaator: askorbiinhape. enne kasutamist loksutage\n\nkorralikult. suletud pakendit hoida jahedas ķi kuivas,\n\navatuna kūlmkapis. ūks portsjon 5ml. pudelis 12 portsjo ē\n\nuzturvērtība/maistinē vertē/toitumisalane teave\n\n100 ml ā\n\nenerģētiskā vērtība/energinē vertē/ energiasisaldus\n\nku/kcal 46/11 ku\n\n'];0;1;[];['actas'];0;0;1;[];[];['actas']
v59;14;14;120;['čipotles', 'kaltēti sarkanie jalapeno', 'pipari', 'destilēts etiķis', 'ūdens', 'sāls', 'cukurs', 'sīpolu pulveris', 'ķiploku pulveris', 'garšvielas', 'piparu mīkstums', 'destilēts etiķis', 'sarkanie pipari', 'sāls'];['es lv tabas{0{čipoties piparu mērce, 60 mi. a\noo bs  s5astāvdalas: čipoties {kaltēti sarkanie jalapeno} pipari a\n— — m 32%, destilēts etiķis, ūdens, sāls, cukurs, sīpolu pulveris,\n+ š ķiploku pulveris, garšvielas, piparu mīkstums {destilēts —\n: sarkanie pipari, sāls}. pirms lietošanas labi sakratīt. uzglabāt\n}  sausāunvēsā vietā. pēc atvēršanas uzglabāt iedusskapi. porcija: 6\n| 5ml. pudelē t2 porcijas. ieteicams līdz: skatīt uziepakojuma. = } j - * ā\n, lt tabasc0 chipotle peppersaucepadažas 60m. „* as\nsudedamosies dalys: arena ā\na vartojant suplakti. tai anndinēs | %\n: — laikytišaldytuve. geriausia iki: 21. ant\nee tara aipedie kaa io a :\n£  koostisosad: dipotlepiprad ee s |\n— * %, destīlleeritud aādīkas, vesi, 500, suhikur, sibulapulber, :\nm  kūūslaugupulbe, vūrtsid, pepperpulp iestleeri šis aaa\npipar ja 500}. ēnne kasutamist |04 ,\n| suletudpakendhodajabešasjakaias aratīnakālmiapis -\nportsieon 5 mi. 12 portsjonīt.\n\n'];0;0;[];[];0;0;0;[];[];[]
v60;14;14;82;['rapšu eļļa', 'ūdens', 'cukurs', 'spirta etiķis', 'sinepes', 'sāls', 'modificēta ciete', 'stabilizētāji', 'guāra sveķi', 'ksantāna sveķi', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens, cukurs, kr: .—e_c 7\nspirta etiķis, sinepes, sāls, modificēta\n\nciete, stabilizētāji dā sveķi, ksantāna = 1\nsveķi}, krāsviela {beta karotīns}, }\nantioksidants {e385}. }\n\nž 5 y/ / ”\n\nuzturvērtība 100g 1 porēja di\n\naerģētiskā 2590/ | 389/ h v y 4\n\nvertība, kj/kcal | 630 | 95 ļ v i a\n\ntauki, g 68 10 ģ\nostarp 48} 07/ j : a -\niesatinātās | uigļāu :\ntaukskābes, « um s %\ndahidrāti, 1742 |060 ļ t _\n"tostarp cukuri, g le} āā\nolbaltumvielas, c 401. 1001 a \'\nsāls, a a 1 raczinoj\n\n'];0;0;[];[];0;0;0;[];[];[]
v61;24;24;54;['pilngraudu auzu pārslas', 'cukurs', 'palmu eļļa', 'smalcināti un grauzdēti lazdu rieksti', 'pilngraudu kviešu pārslas', 'rīsu ekstrudāts', 'rīsu milti', 'cukurs', 'kviešu lipeklis', 'miežu un kviešu iesala milti', 'sāls', 'miežu iesala ekstrakts', 'grauzdēti zemesrieksti', 'grauzdētas kviešu pārslas', 'kvieši', 'cukurs', 'sāls', 'miežu iesala ekstrakts', 'kokosriekstu skaidiņas', 'glikozes', 'fruktozes sīrups', 'irdinātājs e500', 'karameles sīrups', 'dabīgs aromatizētājs'];['bm | t *\nļ *\n*\'\n»” a\n7 m\njan. dezmaksa! ālruni\natvijā: 80000 18{ | js\nwr traškūs dribsniai su riešutais. sudedamosios dalys: a 3 —\nvisy grūdo dali avižu dribsnii 48% cukrus palmi | -\na vēd doi iriečiu dikoii te et "ai nn\ntri rama, nāk iība 05 inži\nglitimas, kvieti\niek tas ie ee armijai urddāji m\n\n'];0;0;[];[];0;0;0;[];[];[]
v62;24;24;63;['pilngraudu auzu pārslas', 'cukurs', 'palmu eļļa', 'smalcināti un grauzdēti lazdu rieksti', 'pilngraudu kviešu pārslas', 'rīsu ekstrudāts', 'rīsu milti', 'cukurs', 'kviešu lipeklis', 'miežu un kviešu iesala milti', 'sāls', 'miežu iesala ekstrakts', 'grauzdēti zemesrieksti', 'grauzdētas kviešu pārslas', 'kvieši', 'cukurs', 'sāls', 'miežu iesala ekstrakts', 'kokosriekstu skaidiņas', 'glikozes', 'fruktozes sīrups', 'irdinātājs e500', 'karameles sīrups', 'dabīgs aromatizētājs'];['"a | a\n{ { ļ li\n:\n1celsme: es un ārpus es. izplatītājs latvijā: sia rimi latvia,\na.deglava iela 161, rīga, lv-1021. bezmaksas tālrunis\natsauksmēm latvijā: 80000 180. ad a\na ten a ==\nbe traškūs dribsniai su riešutais, sudedamosios dalys: | -\ni. visy grūdo ietek dribsniai 48%, cukrus, palmiy -\n| aliejus, sver jau ki lazdynuy reg 5 %, =\n| visu grūdo dali čiy dribsniai, ryžiy išspaudos {ryži\nmiko cukrus, kvieči glitimas, miežiniai ir kvietiniai\n\n'];0;1;[];['visu'];0;0;1;[];[];['visu']
v63;9;9;144;['kartupeļi', 'augu eļļa', 'saulespuķu eļļa', 's', 'vai palmu eļļa', 'p', 'vai rapšu eļļa', 'r', 'sāls'];['t\n= : :, mm d ,\njās t\nim k kš "ai _—\nrauksķīgie.kārtup aavtz *\n— {4 j ne pat iu w"\nsasiēvdalas: kartupeli {689 , "vai * vai\ndāsou artupeļi {68%}, augu eļļa {sautesbuku eļļa {s}* vaipalmu e a{p}* vai : er\n: rapšu as sals {1,4%}. amatos alas s parvēan skatīt  revīja 0\ntermiņa informācijas, ražots latvijā. kartupeļuizcelsmes vieta: es. š\nttt t———— ma\n| = ī \' a "\nn potato sticks classic with salt 3\n_———. n .\ningredients: potatoes {68%}, vegetable oil {sunflower oil {$}* or pjim oil {p**. er\nrapeseed oil {r}*}, salt {1,4%}. *information regarding used. "ces nest tanti\nexpiration. made in latvia. oric" "f notatoes: eu.\nvw\nru xpyersiit4w kaprobenb z\n0 kia ccmneeckwm {c tpāā u\nit dā —č :\nvima am : 68%}, pacīmtenbhoe macno {nonconheukoe {s}* 4 we „—””\ns savus eīpena a cocras kart pemomoe {r}* macno}, conb {1,4%}. m i a\nn uzturklasii 0 enonb30bahhoro macīa cmotpetb bo3ne mhpopmaumm o cpoke {0 -— ——\n\n'];0;1;[];['vieta'];0;0;1;[];[];['vieta']
v64;5;5;237;['kartupeļi', 'augu eļļas', 'saulespuķu', 'rapšu mainīgās proporcijās', 'jūras sāls'];['m u s sa\nā li d m” 4g\nli vitlz, ggrska {+. z 20}. baikyti.«\naj aiņībit, baikyties jusoi -\n"ā am, ms {di iempē m oj vietofe\nm ati sis kiekis , je. supak ugotoja r\nl rimecijos w kontaktai $.ir pagamini uotas naudojani nua tiesinaj\nčv kartun "amata! pasiteiravimu, mo data: zūrēli pakuotēs maa aijo\nkartunelu < : www pakuotesy, "ines cija\nj šduu upeļu čīpsi .estretla.lt es viršuja * denija\nsastāvdal sas var sāli bāls ku\nās tas: ka rtūpeli 2 . n i \' 4\nm * k pr atkges k r saka\n{1,2 %}: uzglabā, gu eļļas {g a m\n| temperatūrā. lepaki t sausā, no {saulespuķuj taa tg as =\n| izgatavoš rā. lepakots aizsa no tiešiem saules ta aa poporcjās}\nēka gatavošanas datums: aizsargatmosttā 1 pes stariem pasargāts 1008\nk \'kontaktinformāciju, 19. skalīt paci s afēras pei t 107, neta tan ana +\ne e = 4 ējiet mūsu "mājas lan š k infomēsies ni a m\n* art l m leen ls lks sr rs jas pu vu s eee es mas m ž\n| : 164 s — r m\nailitada kuivas. ot "a hmpaevalill rapsise aa ma\nlada kuivas, otsese pālkes: rapsisēeme muuituvas st —\ngaasikeskkon da. pari paikese eest kai utuvassuh m\nas parim erne fi t kaitstuna keskmisel deraias mere soal {1!\ninformatsiooninino kont, ne, ffetokogus | visel toetemneratnmi pden\nka ontakti saamisek 00:mise \'kuupāev: mēn u at invis ati\nnr s vis : ja ā ev: vacd re srs aa\nla pr šī odi ās\n\n'];0;0;[];[];0;0;0;[];[];[]
v65;4;1;45;['grauzdētas cūku pupas olīveļļa ķiploku pulveris sāls'];['am sauzdētas | roasted | kapehbie\nmm upasar | beanswith | bobblc\nza gīveja5% |  oliveol5% | onmekosoe macno52\nss 08% |  sat08% — con» 0,8 %\na — uzturvielas / nutrition facts / tmliebas liehhoctb / 1009\n| enerģētiskā vērtība/ energy/ 1715k\n: sheprernueckasa liieehhoctb 32\nogļhidrāti/ carbohydrates/ yresonpi\n«\n: tostarp/ of which/ 5.r.u.\n0 1 ss s t s\n\n'];0;0;[];[];0;0;0;[];[];[]
v66;5;1;66;['grauzdētas cūku pupas olīveļļa oregano ķiploku pulveris sāls'];[' | lingredients: cocras:\n| grauzdētas cūku | roastedfavabeans | xapenbie 606492,7 %\n4 pupas 92, jn} pta ommbkoboe mocno š %\nj olīvņvļja5% |  odlveoill5% operano 0,5 « m\nj  sīegano05% |  oregano0,5% noppoljok yechoko\nā } ķiploku pulveris 1 % "| garlicpowder } % con» 0,8 %\nņ mms0,8% | sdlt08% ās\nā j  uzturvielas / nutrition facts / imiliebas liehhoct/\n* * | | i t e11154 4\n” hd u enerģētiskā vērlība/ energy/ g23ko\nā o ā: dhepreruueckas lļehhoctb —\n| ogļhidrāti/ carbohydrates/ yrneson»! s ā\nad | | tostarp / of which/ 5.1.4.\n\n'];0;1;[];['cūku'];0;0;1;[];[];['cūku']
v67;4;4;128;['kukurūzas graudi', 'cukurs', 'palmu eļļa', 'dekstroze'];[": kukurūzas graudi{69%}, cukurs {| 4} 4\n| palmu eļļa, dekstroze. uzglabāt sausā, no tiešiem\nmma saules stariem pasargātā vietā, temperatūrā kas\nka nepārsniedz 25 €. lai iegūtu vairāk informācijas un\nma kontaktinformāciju, lūdzu apmeklējiet mūsu mājas lapu 4\n|} bn www.estrella.lv. uzmanību: —ā 4 āā iii š\n2: sastāvā, pagatavošanas procesa laika mikroviļņu kras\nna var piedegt un karamelizēties. lūdzu uzmanīgi a a\nža instrukcijām uz papīra maisiņa un neatstājiet produk\n% pagatvosa nas laikā. ja jūs pagatavojat m\nsu popkomu pirmo reizi vai to darāt, izmantojot jau |\nmikroviļņu krāsni, tad mata neliels daudzums\nšanas laiku. ir pieļaujams |\n| pagatavosa 5 paliek neizspragusi. pieaugušajiem ā\n- graudu pa oma pagatavošanas process. ara\n5: jauzrauga popkormē! 'opopkom, m\n, ee mags k oostisosad: maisi tuum {69%}, :\nee, valmistamiseks. āilitada kuivas, jahedas\nra 16%}, palmiēāli, dekstroos. sēta mperatuuri 25 d\n\n"];0;0;[];[];0;0;0;[];[];[]
v68;3;3;115;['kukurūzas graudi', 'palmu eļļa', 'sāls'];['ceiravimui:wwww.estrella.lt rw\npaktlūtēs. aknās instrukcija yra ant vidinēs =\n. raainimai € ja atidžiai perskaityti prieš | kr\n\' daugudi uptālum mas turi būti atliekamas\n: : a akas e. }\nv sāļais popkorns pagatavošanai mikroviļņu |\nā ļ \' krāsnī. sastāvda ās: kukurūzas graudi {84%}, palmu\ngl a, sāls {2 %}. uzglabāt sausā, no tiešiem saules\n8! | stariem pasargātā vietā, temperatūrā kas\nšo |nepārsniedz25”c. lai iegūtu vairāk informācijas un\nkontaktinformāciju, lūdzu apmeklējiet mūsu j\nm lapu www.estrella.lv.\nopkorna pagatavošanasinstrukcija iruziekšējā\niepakojuma. pirms pagatavošanas lūdzu .\nuzmanīgi izlasiet to! pieaugušajiemirjāuzrauga 4 4 "4\npopkorna pagatavošanas process. .\nce mikropopkorn soolaga, mikrolaineahjus\nvalmistamiseks. koostisosad: maisi tuum {84 %},\n7 palmiāli, sool {2 %}. sāilitada kulvas, jahecas ž\nkaitsta otsese valguse eest, alla tempē! — s lun\nā informatsiooni ning kontakti saamises f\ndīzīoa artrallia pp. i eira\n\n'];0;2;[];['aknās', 'akas'];0;0;2;[];[];['aknās', 'akas']
v69;23;23;142;['zemesrieksti', 'ciete', 'kviešu milti', 'saulespuķu eļļa', 'cukurs', 'sāls', 'modificēta ciete', 'aromatizētājs', 'satur rauga ekstraktu', 'maltodekstrīns', 'paprikas pulveris', 'irdinātāji', 'difosfāti', 'nātrija karbonāts', 'čili pulveris', 'sīpolu pulveris', 'kūpināta dekstroze', 'kumīna pulveris', 'ķiploku pulveris', 'skābuma regulētājs', 'citronskābe', 'krāsviela', 'paprikas ekstrakts'];[': zemesrieksti {46%}, ciete, kviešu milti, saulespuķu eļļa, cukurs t\n* sāls, modificēta ciete, aromatizētājs {satur rauga ekstraktu}, matindekati :\nvē arm pulveris {0,38%}, irdinātāji {difosfāti, nātrija karbonāts}, čili pulverš\n— 0,18%}, sīpolu pulveris {0,14%}, kūpināta dekstroze, kumīna pulveris, ķiploki es\npulveris {0,1%}, skābuma regulētājs {citronskābe}, krāsviela {paprikas ekstrakti\n— var. lepakots aizsargatmosfērā. brīdinājums: mazi bēri {4\na —  varaizrīties ar riekstiem. ražots vācijā. zemesriekstu izcelsme. m\n| e\n4 | en coated peanuts with "mexican salsa” far\n4!\ningredients: peanut kernels {46%}, starch, wheat flour, sunflower oil, sugar\npin modified starch, flavouring {contains yeast extract}, maltodextrin, paprika pa?\n{0,38%}, č agents {diphosphates, sodium carbonates}, chili powder 772 —\nonion powder {0,14%}, smoked dextrose, cumin powder, garlic powdēji\nacidifier {citric acid}, colour {paprika extract}. may contain traceļ ,\npackaged in a protectīve atmosphere. warning: small children cal «\nam nuts. produced in germany. peanut origin is not eu. ā pp /4\nm mm mm mam tā mi\n\n'];0;0;[];[];0;0;0;[];[];[]
v70;3;3;30;['cidonijas', 'zemenes', 'cukurs'];['ma m >\n1 āā 4\nda ē —\n„o 9\n— 4\n%w bb /\nm j onfekte aa”\nvs: cidonijas, zemenes, cukurs,\n2 m 4 „ - %\n- .«\n"a\nim ā\na\nx\n\n'];0;0;[];[];0;0;0;[];[];[]
v71;28;28;98;['rapšu eļļa', 'ūdens', 'marinēti gurķi', 'gurķi', 'skābuma regulētājs', 'etiķskābe', 'sinepes', 'sinepju sēklas', 'garšvielas', 'tomātu pasta', 'cukurs', 'spirta etiķis', 'modificētas cietes', 'kartupeļu', 'kukurūzas', 'jodēts sāls', 'sīpolu pulveris', 'skābuma regulētājs', 'pienskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'ķiploki', 'konservants', 'kālija sorbāts', 'aromatizētājs', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens,\n—— o marinēti gurķi {gurķi, skābuma }\nenerģētiskā— — 1870kj regulētājs {etikskābej}, sinepes t "m\nvērtība..............455kcal {sinepju sēklas, garšvielas},\ntauki... 457g tomātu pasta, cukurs, spirta y\n- tostarp. etiķis. modificētas cietes\npiesatinātās {kartupeļu, kukurūzas}. jodēts\ntaukskābes...........32g sāls, sīpolu pulveris, skābuma\nā ogļhidrāti........... 9.6 regulētājs {pienskābe}\nšā - tostarp biezinātāji {guāra sveķi, ksantāna\n= cukuri .............69g sveķi}, ķiploki, konservants.\ns olbaltumvielas 0.8g {kālija sorbāts}. aromatizētājs,\nsāls... 18g antioksidants {e385}\n28, \' ——— i ———__ —\n< ieteicams līdz: skatīt atzīmi uz iepakojuma\n2 _ uzglabāt temperatūrā no +2 līdz +20 , j - —\nn c atvēršanas uzglabāt ledusskap 20\nm ru mocis nrkla foods latvija\n\n'];0;0;[];[];0;0;0;[];[];[]
v72;20;20;131;['ūdens', 'balzamiko etiķis', 'vīna etiķis', 'vīnogu sula', 'krāsviela e 150d', 'antioksidants sulfīts', 'cukurs', 'sāls', 'skābuma regulētāji', 'trikālija citrāts', 'etiķskābe', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'stabilizētājs', 'karagināns', 'garšvielas', 'konservants', 'kālija sorbāts', 'aromatizētāji'];[': ūdens, balzamiko etiķis 10% lo etiķis, vīnogu š\nsula, krāsviela e 150d, antioksidants sulfīts}, cukurs. sāls,\nskābuma bei {trikālija citrāts, etiķskābe, citronskābe, ļ\n€ ābolskābe, askorbīnskābe}, stabilizētājs {karagināns}, garšvielas, 6\nkonservants {kālija sorbāts}, aromatizētāji.\n— asonas. aromaližēla sh\nidējā arti \' icams līdz:\nprodukta vidējā uzturvērtība 100 g: — mi uz iepakojuma\n" s resvā vērtība ............. 225 kj/ 50 ga uzglabāt temperatūrā\nr ža a varda piesatinātās taukskābes ........0g ās atvēršanas\nssta a 09} "di a >: labāt ledusskapi.\ntu. | iet m rreemreernsneenes ri 9 "g 290\nsz ida as 0} |\ns tā šā > ba at aa 228 neto}: j\nr a rem——————————oari\nsie 7} ražotājs: sia „orkla foods latvija”, vai kia\nzg {p spi r loc ī v-21 1} , ”\na ilve, babītes pag., babītes nov. 004459.\n= or orkla bezmaksas tālrunis atsauksmēm {+371} 80 ala ai\n\n'];0;0;[];[];0;0;0;[];[];[]
v73;15;15;121;['ūdens', 'cukurs', 'sāls', 'skābuma regulētāji', 'etiķskābe', 'trikālija citrāts', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'stabilizētājs', 'karagināns', 'garšvielas', 'konservants', 'kālija sorbāts', 'aromatizētāji'];[': ūdens, cukurs, sāls, skābuma aa} {etiķskābe, 1\nšu inkālija  citrāts, - citronskābe, ābolskābe, askorbīnskābe}.\nau stabilizētājs {karagināns}, garšvielas, konservants {kālija sorbāts}.\nizt a aromatizētāji. 7\nut : idājā ārtī š leteicams līdz:\nma produkta vidējā uzturvērtība 100 g: aeī atzīmi uz iepakojuma.\nerdētiskā vērtība ............. 140 kj/ 30 jr" uzglabāt temperatūrā\nalzsaso nas ae ara ša std šanas ga vaja nas „p2.\ng baap piesātinātās taukskābes ........ 09 8 atvēršanas =.\net dice m ai 89 uzglabāt ledusskapi.\n" m, olbaia d cukur a as is a oa 285 |\nwii d utt a eee anete\nrts ss. ls tt\nkas: ae ia”. zvaigžņu iela 1,\nla a: ražotājs: sia „orkla foods latvija , i latvija.\nai s ažotājs: { lv2101.\nks t: torkles coive, babītes pag. babītes nov. lv2101. laiks\n\n'];0;0;[];[];0;0;0;[];[];[]
v74;19;19;110;['ūdens', 'cukurs', 'sāls', 'skābuma regulētāji', 'etiķskābe', 'trikālija citrāts', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'dārzeņi', 'sīpoli', 'burkāni', 'paprika', 'tomāti mainīgās proporcijās', 'ķiploki', 'stabilizētājs', 'karagināns', 'konservants', 'kālija sorbāts'];['{ ela\n- |\nm * or vw i ī n, . as —\nan mu w wi ou ma m d „\na a a n visdažādāko.\na dm dārzeņu salātu „ —\n mlēlamir lustratīva nozīme pagatavošanai a\n9 mērcesalātudārzeņu mioni\naa daļas, ūdens, cukurs, sāls, skābuma amat {etiķskābe,\ntrikālija citrāts, citronskābe, ābolskābe, askorbīnskābe}, dārzeņi .\n1% {sīpoli, burkāni, paprika, tomāti mainīgās proporcijās}, ķiploki anas\nstabilizētājs {karagināns}, konservants {kālija sorbāts}.\nmannas t |\nidāia jārtī 01 ieams līdz, | ,\nprodukta vidējā uzturvērtība 1009: | beoamniuz iepakojumā ua\nnerdētiskā vērtība:.....:....... 160 kj/ 40 %a uzglabāt temperatūrā "-\niketa is sos trnitazet aste cesniīešaa psimānēs ū +250.\ntostarp piesātinātās taukskābes ....... 00 | bs ovāršanas ņ }\nda ou 90 dee anātiedusskapi\nvielamvema ss —— 385 \'\numviejas ... inn i\n\n'];0;2;[];['daļas', 'anas'];0;0;2;[];[];['daļas', 'anas']
